105, 2862.38887930874
146, 1842.0627255589332
121, 2390.3129383224846
142, 1940.6288355296904
93, 7104.557299206328
103, 3389.4117529799955
116, 2637.248685831764
158, 1783.8349488473893
102, 3492.941484640198
131, 2058.930764018671
97, 4370.968050666584
124, 2300.3065790453657
125, 2118.6946462648707
118, 2464.4839699572044
117, 2600.8225572349706
104, 3366.2699044531255
134, 2029.4184877919292
100, 3739.383299983951
109, 2787.3280166586674
113, 2686.8614691303387
168, 1772.5144473857247
119, 2396.7317706682516
140, 1965.6557328542845
145, 1903.2560077751484
100, 4135.949699494901
166, 1803.480463555897
115, 2780.084747543479
125, 2210.314820984935
105, 3091.4121233576225
104, 3634.155959824874
152, 1913.6529653351504
143, 2158.249824812072
