32, 8599.081939867734
103, 1891.4213725284435
103, 1891.4213725284435
32, 8599.081939867734
33, 6971.614726267321
92, 2007.2619174419194
85, 2072.597563382928
78, 2213.6150969194537
35, 5499.6687050642195
34, 6018.673394721282
33, 6971.614726267321
48, 3302.547064397487
72, 2299.6636636173325
55, 2837.7649323145865
45, 3616.218661394449
96, 1948.2707263793957
42, 3705.439740401308
69, 2365.383277244715
36, 5152.974138362267
82, 2162.8324208698386
65, 2501.193649793943
101, 1919.2383132802279
51, 3145.4061362658526
52, 2983.4643568937145
59, 2662.778662824478
39, 4481.17593782477
34, 6018.673394721282
40, 4067.4426005968817
38, 4518.82035551382
40, 4067.4426005968817
37, 4840.3516909750215
37, 4840.3516909750215
