[0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 0, 0, 0]
[0, 21, 0, 0, 0, 0, 0, 0, 0, 13, 10, 3, 0, 0, 13, 0, 3, 2, 0, 0, 11, 0, 0, 0, 0, 0, 13, 0, 0, 0, 2, 13, 0, 0, 14, 16, 0, 0, 12, 0, 0, 0, 0, 0, 15, 7, 9, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 21, 0, 23, 0, 0, 0, 0, 15, 0, 0, 9, 0, 0, 0, 20, 0, 0, 0, 24, 0, 8, 0, 0, 22, 31, 0, 15, 0, 0, 0, 19, 0, 0, 0, 0, 16, 8, 29, 0, 0, 0, 0, 27]
[0, 21, 0, 0, 0, 0, 0, 0, 0, 13, 10, 3, 0, 0, 13, 0, 3, 2, 0, 0, 11, 0, 0, 0, 0, 0, 13, 0, 0, 0, 2, 13, 0, 0, 14, 16, 0, 0, 12, 0, 0, 0, 0, 0, 15, 7, 9, 0, 1, 0, 0, 8, 0, 0, 0, 0, 0, 19, 0, 25, 0, 0, 0, 4, 3, 0, 0, 21, 0, 0, 0, 8, 0, 0, 17, 1, 8, 13, 0, 0, 17, 36, 0, 10, 0, 0, 23, 0, 0, 0, 0, 0, 13, 11, 26, 0, 13, 0, 0, 19]
[0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 38, 0, 0, 0, 22, 0, 0, 0, 0, 0, 5, 17, 1, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 17, 0, 0, 7, 0, 0, 0, 22, 0, 0, 0, 22, 0, 10, 0, 0, 20, 33, 0, 13, 0, 0, 0, 21, 0, 0, 0, 0, 14, 10, 27, 0, 0, 0, 27, 0]
[0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 42, 0, 0, 0, 0, 22, 31, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 10, 27, 0, 0, 0, 27, 0]
[0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 244, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 0, 0, 0]
[0, 21, 0, 0, 0, 0, 0, 0, 0, 13, 10, 3, 0, 0, 13, 0, 3, 2, 0, 6, 0, 0, 8, 0, 0, 0, 5, 0, 2, 0, 5, 10, 0, 0, 17, 13, 0, 0, 15, 0, 0, 0, 0, 0, 12, 10, 6, 0, 2, 0, 0, 7, 0, 0, 0, 0, 0, 20, 0, 24, 0, 0, 0, 5, 2, 0, 0, 22, 0, 0, 0, 7, 0, 0, 18, 1, 8, 13, 0, 0, 17, 36, 0, 10, 0, 0, 0, 24, 0, 0, 0, 0, 11, 13, 24, 0, 15, 0, 0, 19]
[0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 8, 45, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 24, 0, 0, 0, 57, 0, 0]
[0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 0, 0, 0, 0, 0]
