Gen:        Individual:       Power:        Sensors:      Fairness:       Fitness
73            5               7.824           49            26            2.98 
73            6               7.20475         54            26            2.42 
73            7               7.5805          56            17.5          1.74 
73            8               7.1805          53            17.5          1.06 
73            9               11.1995         30            25.0          4.66 
73            10              8.70925         38            23.5          3.15 
73            11              8.82175         41            24.0          3.04 
73            12              9.39175         37            22.5          2.85 
73            13              9.33775         40            22.5          2.98 
73            14              7.105           54            18            1.34 
73            15              7.17            56            17.0          1.08 
73            16              9.7145          32            23.0          3.47 
73            17              8.11075         40            22.0          2.73 
73            18              8.20625         39            18            1.76 
73            19              7.30175         50            17.0          1.6  
73            20              9.49125         41            22.5          2.97 
73            21              7.37475         57            19.5          2.4  
73            22              9.63475         33            22.5          3.43 
73            23              9.22425         40            21.0          3.01 
73            24              8.78275         49            20.5          3.0  
73            25              7.22125         52            16.5          1.58 
73            26              7.98525         45            26            4.88 
73            27              10.62925        31            26.0          3.52 
73            28              7.6825          46            18            2.89 
73            29              8.0775          48            20.0          2.75 
73            30              7.32625         53            17.0          1.77 
73            31              13.23875        25            28.5          3.16 
73            32              7.485           47            18.0          3.01 
73            33              7.80425         55            21.0          4.2  
73            34              12.30025        27            26.0          3.52 
73            35              9.481           35            23.5          4.36 
73            36              9.69275         35            25.0          6.25 
74            1               8.708           40            28            6.47 
74            2               8.34425         44            20.0          4.16 
74            3               9.188           38            24.0          4.35 
74            4               9.323           37            23.5          4.25 
74            5               7.824           49            26            2.98 
74            6               7.20475         54            26            2.42 
74            7               7.5805          56            17.5          1.74 
74            8               7.1805          53            17.5          1.06 
74            9               11.1995         30            25.0          4.66 
74            10              8.70925         38            23.5          3.15 
74            11              8.82175         41            24.0          3.04 
74            12              9.39175         37            22.5          2.85 
74            13              9.33775         40            22.5          2.98 
74            14              7.105           54            18            1.34 
74            15              7.17            56            17.0          1.08 
74            16              9.7145          32            23.0          3.47 
74            17              8.11075         40            22.0          2.73 
74            18              8.20625         39            18            1.76 
74            19              7.30175         50            17.0          1.6  
74            20              9.49125         41            22.5          2.97 
74            21              7.37475         57            19.5          2.4  
74            22              9.63475         33            22.5          3.43 
74            23              9.22425         40            21.0          3.01 
74            24              8.78275         49            20.5          3.0  
74            25              7.22125         52            16.5          1.58 
74            26              7.98525         45            26            4.88 
74            27              10.62925        31            26.0          3.52 
74            28              7.6825          46            18            2.89 
74            29              8.0775          48            20.0          2.75 
74            30              7.32625         53            17.0          1.77 
74            31              13.23875        25            28.5          3.16 
74            32              7.485           47            18.0          3.01 
74            33              7.80425         55            21.0          4.2  
74            34              12.30025        27            26.0          3.52 
74            35              9.481           35            23.5          4.36 
74            36              9.69275         35            25.0          6.25 
75            1               8.708           40            28            6.47 
75            2               8.34425         44            20.0          4.16 
75            3               9.188           38            24.0          4.35 
75            4               9.323           37            23.5          4.25 
75            5               7.824           49            26            2.98 
75            6               7.20475         54            26            2.42 
75            7               7.5805          56            17.5          1.74 
75            8               7.1805          53            17.5          1.06 
75            9               11.1995         30            25.0          4.66 
75            10              8.70925         38            23.5          3.15 
75            11              8.82175         41            24.0          3.04 
75            12              9.39175         37            22.5          2.85 
75            13              9.33775         40            22.5          2.98 
75            14              7.105           54            18            1.34 
75            15              7.17            56            17.0          1.08 
75            16              9.7145          32            23.0          3.47 
75            17              8.11075         40            22.0          2.73 
75            18              8.20625         39            18            1.76 
75            19              7.30175         50            17.0          1.6  
75            20              9.49125         41            22.5          2.97 
75            21              7.37475         57            19.5          2.4  
75            22              9.63475         33            22.5          3.43 
75            23              9.22425         40            21.0          3.01 
75            24              8.78275         49            20.5          3.0  
75            25              7.22125         52            16.5          1.58 
75            26              7.98525         45            26            4.88 
75            27              10.62925        31            26.0          3.52 
75            28              7.6825          46            18            2.89 
75            29              8.0775          48            20.0          2.75 
75            30              7.32625         53            17.0          1.77 
75            31              13.23875        25            28.5          3.16 
75            32              7.485           47            18.0          3.01 
75            33              7.80425         55            21.0          4.2  
75            34              12.30025        27            26.0          3.52 
75            35              9.481           35            23.5          4.36 
75            36              9.69275         35            25.0          6.25 
76            1               8.708           40            28            6.47 
76            2               8.34425         44            20.0          4.16 
76            3               9.188           38            24.0          4.35 
76            4               9.323           37            23.5          4.25 
76            5               7.824           49            26            2.98 
76            6               7.20475         54            26            2.42 
76            7               7.5805          56            17.5          1.74 
76            8               7.1805          53            17.5          1.06 
76            9               11.1995         30            25.0          4.66 
76            10              8.70925         38            23.5          3.15 
76            11              8.82175         41            24.0          3.04 
76            12              9.39175         37            22.5          2.85 
76            13              9.33775         40            22.5          2.98 
76            14              7.105           54            18            1.34 
76            15              7.17            56            17.0          1.08 
76            16              9.7145          32            23.0          3.47 
76            17              8.11075         40            22.0          2.73 
76            18              8.20625         39            18            1.76 
76            19              7.30175         50            17.0          1.6  
76            20              9.49125         41            22.5          2.97 
76            21              7.37475         57            19.5          2.4  
76            22              9.63475         33            22.5          3.43 
76            23              9.22425         40            21.0          3.01 
76            24              8.78275         49            20.5          3.0  
76            25              7.22125         52            16.5          1.58 
76            26              7.98525         45            26            4.88 
76            27              10.62925        31            26.0          3.52 
76            28              7.6825          46            18            2.89 
76            29              8.0775          48            20.0          2.75 
76            30              7.32625         53            17.0          1.77 
76            31              13.23875        25            28.5          3.16 
76            32              7.485           47            18.0          3.01 
76            33              7.80425         55            21.0          4.2  
76            34              12.30025        27            26.0          3.52 
76            35              9.481           35            23.5          4.36 
76            36              9.69275         35            25.0          6.25 
77            1               8.708           40            28            6.47 
77            2               8.34425         44            20.0          4.16 
77            3               9.188           38            24.0          4.35 
77            4               9.323           37            23.5          4.25 
77            5               7.824           49            26            2.98 
77            6               7.20475         54            26            2.42 
77            7               7.5805          56            17.5          1.74 
77            8               7.1805          53            17.5          1.06 
77            9               11.1995         30            25.0          4.66 
77            10              8.70925         38            23.5          3.15 
77            11              8.82175         41            24.0          3.04 
77            12              9.39175         37            22.5          2.85 
77            13              9.33775         40            22.5          2.98 
77            14              7.105           54            18            1.34 
77            15              7.17            56            17.0          1.08 
77            16              9.7145          32            23.0          3.47 
77            17              8.11075         40            22.0          2.73 
77            18              8.20625         39            18            1.76 
77            19              7.30175         50            17.0          1.6  
77            20              9.49125         41            22.5          2.97 
77            21              7.37475         57            19.5          2.4  
77            22              9.63475         33            22.5          3.43 
77            23              9.22425         40            21.0          3.01 
77            24              8.78275         49            20.5          3.0  
77            25              7.22125         52            16.5          1.58 
77            26              7.98525         45            26            4.88 
77            27              10.62925        31            26.0          3.52 
77            28              7.6825          46            18            2.89 
77            29              8.0775          48            20.0          2.75 
77            30              7.32625         53            17.0          1.77 
77            31              13.23875        25            28.5          3.16 
77            32              7.485           47            18.0          3.01 
77            33              7.80425         55            21.0          4.2  
77            34              12.30025        27            26.0          3.52 
77            35              9.481           35            23.5          4.36 
77            36              9.69275         35            25.0          6.25 
78            1               8.708           40            28            6.47 
78            2               8.34425         44            20.0          4.16 
78            3               9.188           38            24.0          4.35 
78            4               9.323           37            23.5          4.25 
78            5               7.824           49            26            2.98 
78            6               7.20475         54            26            2.42 
78            7               7.5805          56            17.5          1.74 
78            8               7.1805          53            17.5          1.06 
78            9               11.1995         30            25.0          4.66 
78            10              8.70925         38            23.5          3.15 
78            11              8.82175         41            24.0          3.04 
78            12              9.39175         37            22.5          2.85 
78            13              9.33775         40            22.5          2.98 
78            14              7.105           54            18            1.34 
78            15              7.17            56            17.0          1.08 
78            16              9.7145          32            23.0          3.47 
78            17              8.11075         40            22.0          2.73 
78            18              8.20625         39            18            1.76 
78            19              7.30175         50            17.0          1.6  
78            20              9.49125         41            22.5          2.97 
78            21              7.37475         57            19.5          2.4  
78            22              9.63475         33            22.5          3.43 
78            23              9.22425         40            21.0          3.01 
78            24              8.78275         49            20.5          3.0  
78            25              7.22125         52            16.5          1.58 
78            26              7.98525         45            26            4.88 
78            27              10.62925        31            26.0          3.52 
78            28              7.6825          46            18            2.89 
78            29              8.0775          48            20.0          2.75 
78            30              7.32625         53            17.0          1.77 
78            31              13.23875        25            28.5          3.16 
78            32              7.485           47            18.0          3.01 
78            33              7.80425         55            21.0          4.2  
78            34              12.30025        27            26.0          3.52 
78            35              9.481           35            23.5          4.36 
78            36              9.69275         35            25.0          6.25 
79            1               8.708           40            28            6.47 
79            2               8.34425         44            20.0          4.16 
79            3               9.188           38            24.0          4.35 
79            4               9.323           37            23.5          4.25 
79            5               7.824           49            26            2.98 
79            6               7.20475         54            26            2.42 
79            7               7.5805          56            17.5          1.74 
79            8               7.1805          53            17.5          1.06 
79            9               11.1995         30            25.0          4.66 
79            10              8.70925         38            23.5          3.15 
79            11              8.82175         41            24.0          3.04 
79            12              9.39175         37            22.5          2.85 
79            13              9.33775         40            22.5          2.98 
79            14              7.105           54            18            1.34 
79            15              7.17            56            17.0          1.08 
79            16              9.7145          32            23.0          3.47 
79            17              8.11075         40            22.0          2.73 
79            18              8.20625         39            18            1.76 
79            19              7.30175         50            17.0          1.6  
79            20              9.49125         41            22.5          2.97 
79            21              7.37475         57            19.5          2.4  
79            22              9.63475         33            22.5          3.43 
79            23              9.22425         40            21.0          3.01 
79            24              8.78275         49            20.5          3.0  
79            25              7.22125         52            16.5          1.58 
79            26              7.98525         45            26            4.88 
79            27              10.62925        31            26.0          3.52 
79            28              7.6825          46            18            2.89 
79            29              8.0775          48            20.0          2.75 
79            30              7.32625         53            17.0          1.77 
79            31              13.23875        25            28.5          3.16 
79            32              7.485           47            18.0          3.01 
79            33              7.80425         55            21.0          4.2  
79            34              12.30025        27            26.0          3.52 
79            35              9.481           35            23.5          4.36 
79            36              9.69275         35            25.0          6.25 
80            1               8.708           40            28            6.47 
80            2               8.34425         44            20.0          4.16 
80            3               9.188           38            24.0          4.35 
80            4               9.323           37            23.5          4.25 
80            5               7.824           49            26            2.98 
80            6               7.20475         54            26            2.42 
80            7               7.5805          56            17.5          1.74 
80            8               7.1805          53            17.5          1.06 
80            9               11.1995         30            25.0          4.66 
80            10              8.70925         38            23.5          3.15 
80            11              8.82175         41            24.0          3.04 
80            12              9.39175         37            22.5          2.85 
80            13              9.33775         40            22.5          2.98 
80            14              7.105           54            18            1.34 
80            15              7.17            56            17.0          1.08 
80            16              9.7145          32            23.0          3.47 
80            17              8.11075         40            22.0          2.73 
80            18              8.20625         39            18            1.76 
80            19              7.30175         50            17.0          1.6  
80            20              9.49125         41            22.5          2.97 
80            21              7.37475         57            19.5          2.4  
80            22              9.63475         33            22.5          3.43 
80            23              9.22425         40            21.0          3.01 
80            24              8.78275         49            20.5          3.0  
80            25              7.22125         52            16.5          1.58 
80            26              7.98525         45            26            4.88 
80            27              10.62925        31            26.0          3.52 
80            28              7.6825          46            18            2.89 
80            29              8.0775          48            20.0          2.75 
80            30              7.32625         53            17.0          1.77 
80            31              13.23875        25            28.5          3.16 
80            32              7.485           47            18.0          3.01 
80            33              7.80425         55            21.0          4.2  
80            34              12.30025        27            26.0          3.52 
80            35              9.481           35            23.5          4.36 
80            36              9.69275         35            25.0          6.25 
81            1               8.708           40            28            6.47 
81            2               8.34425         44            20.0          4.16 
81            3               9.188           38            24.0          4.35 
81            4               9.323           37            23.5          4.25 
81            5               7.824           49            26            2.98 
81            6               7.20475         54            26            2.42 
81            7               7.5805          56            17.5          1.74 
81            8               7.1805          53            17.5          1.06 
81            9               11.1995         30            25.0          4.66 
81            10              8.70925         38            23.5          3.15 
81            11              8.82175         41            24.0          3.04 
81            12              9.39175         37            22.5          2.85 
81            13              9.33775         40            22.5          2.98 
81            14              7.105           54            18            1.34 
81            15              7.17            56            17.0          1.08 
81            16              9.7145          32            23.0          3.47 
81            17              8.11075         40            22.0          2.73 
81            18              8.20625         39            18            1.76 
81            19              7.30175         50            17.0          1.6  
81            20              9.49125         41            22.5          2.97 
81            21              7.37475         57            19.5          2.4  
81            22              9.63475         33            22.5          3.43 
81            23              9.22425         40            21.0          3.01 
81            24              8.78275         49            20.5          3.0  
81            25              7.22125         52            16.5          1.58 
81            26              7.98525         45            26            4.88 
81            27              10.62925        31            26.0          3.52 
81            28              7.6825          46            18            2.89 
81            29              8.0775          48            20.0          2.75 
81            30              7.32625         53            17.0          1.77 
81            31              13.23875        25            28.5          3.16 
81            32              7.485           47            18.0          3.01 
81            33              7.80425         55            21.0          4.2  
81            34              12.30025        27            26.0          3.52 
81            35              9.481           35            23.5          4.36 
81            36              9.69275         35            25.0          6.25 
82            1               8.708           40            28            6.47 
82            2               8.34425         44            20.0          4.16 
82            3               9.188           38            24.0          4.35 
82            4               9.323           37            23.5          4.25 
82            5               7.824           49            26            2.98 
82            6               7.20475         54            26            2.42 
82            7               7.5805          56            17.5          1.74 
82            8               7.1805          53            17.5          1.06 
82            9               11.1995         30            25.0          4.66 
82            10              8.70925         38            23.5          3.15 
82            11              8.82175         41            24.0          3.04 
82            12              9.39175         37            22.5          2.85 
82            13              9.33775         40            22.5          2.98 
82            14              7.105           54            18            1.34 
82            15              7.17            56            17.0          1.08 
82            16              9.7145          32            23.0          3.47 
82            17              8.11075         40            22.0          2.73 
82            18              8.20625         39            18            1.76 
82            19              7.30175         50            17.0          1.6  
82            20              9.49125         41            22.5          2.97 
82            21              7.37475         57            19.5          2.4  
82            22              9.63475         33            22.5          3.43 
82            23              9.22425         40            21.0          3.01 
82            24              8.78275         49            20.5          3.0  
82            25              7.22125         52            16.5          1.58 
82            26              7.98525         45            26            4.88 
82            27              10.62925        31            26.0          3.52 
82            28              7.6825          46            18            2.89 
82            29              8.0775          48            20.0          2.75 
82            30              7.32625         53            17.0          1.77 
82            31              13.23875        25            28.5          3.16 
82            32              7.485           47            18.0          3.01 
82            33              7.80425         55            21.0          4.2  
82            34              12.30025        27            26.0          3.52 
82            35              9.481           35            23.5          4.36 
82            36              9.69275         35            25.0          6.25 
83            1               8.708           40            28            6.47 
83            2               8.34425         44            20.0          4.16 
83            3               9.188           38            24.0          4.35 
83            4               9.323           37            23.5          4.25 
83            5               7.824           49            26            2.98 
83            6               7.20475         54            26            2.42 
83            7               7.5805          56            17.5          1.74 
83            8               7.1805          53            17.5          1.06 
83            9               11.1995         30            25.0          4.66 
83            10              8.70925         38            23.5          3.15 
83            11              8.82175         41            24.0          3.04 
83            12              9.39175         37            22.5          2.85 
83            13              9.33775         40            22.5          2.98 
83            14              7.105           54            18            1.34 
83            15              7.17            56            17.0          1.08 
83            16              9.7145          32            23.0          3.47 
83            17              8.11075         40            22.0          2.73 
83            18              8.20625         39            18            1.76 
83            19              7.30175         50            17.0          1.6  
83            20              9.49125         41            22.5          2.97 
83            21              7.37475         57            19.5          2.4  
83            22              9.63475         33            22.5          3.43 
83            23              9.22425         40            21.0          3.01 
83            24              8.78275         49            20.5          3.0  
83            25              7.22125         52            16.5          1.58 
83            26              7.98525         45            26            4.88 
83            27              10.62925        31            26.0          3.52 
83            28              7.6825          46            18            2.89 
83            29              8.0775          48            20.0          2.75 
83            30              7.32625         53            17.0          1.77 
83            31              13.23875        25            28.5          3.16 
83            32              7.485           47            18.0          3.01 
83            33              7.80425         55            21.0          4.2  
83            34              12.30025        27            26.0          3.52 
83            35              9.481           35            23.5          4.36 
83            36              9.69275         35            25.0          6.25 
84            1               8.708           40            28            6.47 
84            2               8.34425         44            20.0          4.16 
84            3               9.188           38            24.0          4.35 
84            4               9.323           37            23.5          4.25 
84            5               7.824           49            26            2.98 
84            6               7.20475         54            26            2.42 
84            7               7.5805          56            17.5          1.74 
84            8               7.1805          53            17.5          1.06 
84            9               11.1995         30            25.0          4.66 
84            10              8.70925         38            23.5          3.15 
84            11              8.82175         41            24.0          3.04 
84            12              9.39175         37            22.5          2.85 
84            13              9.33775         40            22.5          2.98 
84            14              7.105           54            18            1.34 
84            15              7.17            56            17.0          1.08 
84            16              9.7145          32            23.0          3.47 
84            17              8.11075         40            22.0          2.73 
84            18              8.20625         39            18            1.76 
84            19              7.30175         50            17.0          1.6  
84            20              9.49125         41            22.5          2.97 
84            21              7.37475         57            19.5          2.4  
84            22              9.63475         33            22.5          3.43 
84            23              9.22425         40            21.0          3.01 
84            24              8.78275         49            20.5          3.0  
84            25              7.22125         52            16.5          1.58 
84            26              7.98525         45            26            4.88 
84            27              10.62925        31            26.0          3.52 
84            28              7.6825          46            18            2.89 
84            29              8.0775          48            20.0          2.75 
84            30              7.32625         53            17.0          1.77 
84            31              13.23875        25            28.5          3.16 
84            32              7.485           47            18.0          3.01 
84            33              7.80425         55            21.0          4.2  
84            34              12.30025        27            26.0          3.52 
84            35              9.481           35            23.5          4.36 
84            36              9.69275         35            25.0          6.25 
85            1               8.708           40            28            6.47 
85            2               8.34425         44            20.0          4.16 
85            3               9.188           38            24.0          4.35 
85            4               9.323           37            23.5          4.25 
85            5               7.824           49            26            2.98 
85            6               7.20475         54            26            2.42 
85            7               7.5805          56            17.5          1.74 
85            8               7.1805          53            17.5          1.06 
85            9               11.1995         30            25.0          4.66 
85            10              8.70925         38            23.5          3.15 
85            11              8.82175         41            24.0          3.04 
85            12              9.39175         37            22.5          2.85 
85            13              9.33775         40            22.5          2.98 
85            14              7.105           54            18            1.34 
85            15              7.17            56            17.0          1.08 
85            16              9.7145          32            23.0          3.47 
85            17              8.11075         40            22.0          2.73 
85            18              8.20625         39            18            1.76 
85            19              7.30175         50            17.0          1.6  
85            20              9.49125         41            22.5          2.97 
85            21              7.37475         57            19.5          2.4  
85            22              9.63475         33            22.5          3.43 
85            23              9.22425         40            21.0          3.01 
85            24              8.78275         49            20.5          3.0  
85            25              7.22125         52            16.5          1.58 
85            26              7.98525         45            26            4.88 
85            27              10.62925        31            26.0          3.52 
85            28              7.6825          46            18            2.89 
85            29              8.0775          48            20.0          2.75 
85            30              7.32625         53            17.0          1.77 
85            31              13.23875        25            28.5          3.16 
85            32              7.485           47            18.0          3.01 
85            33              7.80425         55            21.0          4.2  
85            34              12.30025        27            26.0          3.52 
85            35              9.481           35            23.5          4.36 
85            36              9.69275         35            25.0          6.25 
86            1               8.708           40            28            6.47 
86            2               8.34425         44            20.0          4.16 
86            3               9.188           38            24.0          4.35 
86            4               9.323           37            23.5          4.25 
86            5               7.824           49            26            2.98 
86            6               7.20475         54            26            2.42 
86            7               7.5805          56            17.5          1.74 
86            8               7.1805          53            17.5          1.06 
86            9               11.1995         30            25.0          4.66 
86            10              8.70925         38            23.5          3.15 
86            11              8.82175         41            24.0          3.04 
86            12              9.39175         37            22.5          2.85 
86            13              9.33775         40            22.5          2.98 
86            14              7.105           54            18            1.34 
86            15              7.17            56            17.0          1.08 
86            16              9.7145          32            23.0          3.47 
86            17              8.11075         40            22.0          2.73 
86            18              8.20625         39            18            1.76 
86            19              7.30175         50            17.0          1.6  
86            20              9.49125         41            22.5          2.97 
86            21              7.37475         57            19.5          2.4  
86            22              9.63475         33            22.5          3.43 
86            23              9.22425         40            21.0          3.01 
86            24              8.78275         49            20.5          3.0  
86            25              7.22125         52            16.5          1.58 
86            26              7.98525         45            26            4.88 
86            27              10.62925        31            26.0          3.52 
86            28              7.6825          46            18            2.89 
86            29              8.0775          48            20.0          2.75 
86            30              7.32625         53            17.0          1.77 
86            31              13.23875        25            28.5          3.16 
86            32              7.485           47            18.0          3.01 
86            33              7.80425         55            21.0          4.2  
86            34              12.30025        27            26.0          3.52 
86            35              9.481           35            23.5          4.36 
86            36              9.69275         35            25.0          6.25 
87            1               8.708           40            28            6.47 
87            2               8.34425         44            20.0          4.16 
87            3               9.188           38            24.0          4.35 
87            4               9.323           37            23.5          4.25 
87            5               7.824           49            26            2.98 
87            6               7.20475         54            26            2.42 
87            7               7.5805          56            17.5          1.74 
87            8               7.1805          53            17.5          1.06 
87            9               11.1995         30            25.0          4.66 
87            10              8.70925         38            23.5          3.15 
87            11              8.82175         41            24.0          3.04 
87            12              9.39175         37            22.5          2.85 
87            13              9.33775         40            22.5          2.98 
87            14              7.105           54            18            1.34 
87            15              7.17            56            17.0          1.08 
87            16              9.7145          32            23.0          3.47 
87            17              8.11075         40            22.0          2.73 
87            18              8.20625         39            18            1.76 
87            19              7.30175         50            17.0          1.6  
87            20              9.49125         41            22.5          2.97 
87            21              7.37475         57            19.5          2.4  
87            22              9.63475         33            22.5          3.43 
87            23              9.22425         40            21.0          3.01 
87            24              8.78275         49            20.5          3.0  
87            25              7.22125         52            16.5          1.58 
87            26              7.98525         45            26            4.88 
87            27              10.62925        31            26.0          3.52 
87            28              7.6825          46            18            2.89 
87            29              8.0775          48            20.0          2.75 
87            30              7.32625         53            17.0          1.77 
87            31              13.23875        25            28.5          3.16 
87            32              7.485           47            18.0          3.01 
87            33              7.80425         55            21.0          4.2  
87            34              12.30025        27            26.0          3.52 
87            35              9.481           35            23.5          4.36 
87            36              9.69275         35            25.0          6.25 
88            1               8.708           40            28            6.47 
88            2               8.34425         44            20.0          4.16 
88            3               9.188           38            24.0          4.35 
88            4               9.323           37            23.5          4.25 
88            5               7.824           49            26            2.98 
88            6               7.20475         54            26            2.42 
88            7               7.5805          56            17.5          1.74 
88            8               7.1805          53            17.5          1.06 
88            9               11.1995         30            25.0          4.66 
88            10              8.70925         38            23.5          3.15 
88            11              8.82175         41            24.0          3.04 
88            12              9.39175         37            22.5          2.85 
88            13              9.33775         40            22.5          2.98 
88            14              7.105           54            18            1.34 
88            15              7.17            56            17.0          1.08 
88            16              9.7145          32            23.0          3.47 
88            17              8.11075         40            22.0          2.73 
88            18              8.20625         39            18            1.76 
88            19              7.30175         50            17.0          1.6  
88            20              9.49125         41            22.5          2.97 
88            21              7.37475         57            19.5          2.4  
88            22              9.63475         33            22.5          3.43 
88            23              9.22425         40            21.0          3.01 
88            24              8.78275         49            20.5          3.0  
88            25              7.22125         52            16.5          1.58 
88            26              7.98525         45            26            4.88 
88            27              10.62925        31            26.0          3.52 
